id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_14d_in_currency,price_change_percentage_1h_in_currency,price_change_percentage_1y_in_currency,price_change_percentage_200d_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,created_date
depay,depay,DePay,https://assets.coingecko.com/coins/images/13183/large/favicon.png?1622174813,1.74,438157.0,2065.0,109851739.0,281155.0,2.0,1.7,-0.22888531,-11.60344,-57515.0698234,-11.60344,251283.36549903773,63000000.0,63000000.0,7.78,-77.62211,2021-02-15T22:13:04.860Z,0.650032,167.85935,2020-11-26T10:58:46.248Z,,2021-06-08T04:07:37.158Z,-26.372391895886,0.46762053287481736,,,-11.603443014396262,-54.26544063380151,-16.60592951378152,2021-06-07 21:14:19
swarm-city,swt,Swarm City,https://assets.coingecko.com/coins/images/621/large/swarm-city.png?1548611426,0.05123,437304.0,2066.0,,307.68,0.055932,0.047494,0.00369106,7.76426,34461.0,8.55435,8536072.88358716,8536072.88358716,,6.19,-99.172,2017-06-10T00:00:00.000Z,0.00090005,5591.93605,2021-03-08T04:45:19.244Z,,2021-06-08T03:31:29.381Z,-10.469958659981687,,54.45014563030033,39.19116961403664,7.7642584217458195,-51.59507837439008,-19.210634204000346,2021-06-07 21:14:19
gapcoin,gap,Gapcoin,https://assets.coingecko.com/coins/images/1393/large/gap.png?1563948305,0.02594796,431797.0,2067.0,,16.23,0.02877808,0.02388332,-0.00283012,-9.8343,-47055.86651198,-9.82678,16640898.9823514,,,0.549479,-95.27772,2021-02-28T02:33:37.900Z,0.00018727,13756.19827,2019-02-04T00:00:00.000Z,,2021-06-08T03:47:31.412Z,-2.508801402877634,,3691.8997096120734,101.69160738604255,-9.834297555401026,-61.52956544929388,-28.497824050828946,2021-06-07 21:14:19
lunyr,lun,Lunyr,https://assets.coingecko.com/coins/images/735/large/lunyr.png?1547976492,0.15988,430634.0,2068.0,,5690.63,0.18922,0.154395,-0.02838549,-15.07737,-76984.93528641,-15.16588,2703356.0,2703356.0,,60.98,-99.73877,2018-01-09T00:00:00.000Z,0.00158968,9920.63566,2017-11-14T00:00:00.000Z,,2021-06-08T04:11:43.218Z,-17.830295774419987,-0.5167191744094324,-82.68382833453337,-6.01105949545818,-15.077366070566725,-60.52135791022805,-17.789231831880542,2021-06-07 21:14:19
the-champcoin,tcc,The ChampCoin,https://assets.coingecko.com/coins/images/1197/large/tcc_logo.jpg?1548319277,0.00239872,429908.0,2069.0,,183824.0,0.00264984,0.00217907,8.449e-05,3.65108,17742.54,4.30471,179224255.0,516085281.0,,0.197657,-98.78642,2018-07-02T11:52:16.430Z,0.00118185,102.96323,2019-12-18T13:44:46.962Z,,2021-06-08T03:55:46.216Z,4.878652162276179,1.492395591379983,-16.90828840675443,21.922700487468777,3.6510820652185116,-45.48606907906734,-15.016416592148818,2021-06-07 21:14:19
flypme,fyp,FlypMe,https://assets.coingecko.com/coins/images/1098/large/flypme.png?1548126453,0.02533753,429018.0,2070.0,,1032.2,0.03114967,0.02603883,-0.0056101,-18.12772,-100134.54532096,-18.92357,16932115.09913687,35277362.0,,2.65,-99.04391,2018-01-24T00:00:00.000Z,8e-08,29963780.06344,2018-12-17T00:00:00.000Z,,2021-06-08T03:34:34.560Z,-16.082081454386728,-2.693290903902519,30.66875167735987,18.398073965414095,-18.127716007708347,-49.07810963255103,-12.591991963699906,2021-06-07 21:14:19
hoqu,hqx,HOQU,https://assets.coingecko.com/coins/images/1793/large/hqx.png?1547036096,0.00198813,428973.0,2071.0,,10771.33,0.00226177,0.00196721,-0.00020188,-9.21838,-44371.61515429,-9.37407,215766476.23218575,888888000.0,,0.091562,-97.82866,2018-04-21T00:22:10.436Z,0.00040381,392.33974,2020-09-22T07:48:03.409Z,"{'times': -0.9960271556432507, 'currency': 'eth', 'percentage': -99.60271556432507}",2021-06-08T03:55:54.827Z,-18.46639545845015,-0.013865869470136401,-45.89520443684035,-48.510218681047306,-9.218375101976536,-56.71085785984792,-14.479106580456753,2021-06-07 21:14:19
solaris,xlr,Solaris,https://assets.coingecko.com/coins/images/1293/large/solaris.png?1548609915,0.23019,427851.0,2073.0,,75839.0,0.280568,0.227342,-0.04798461,-17.24983,-88370.98455141,-17.11879,1858687.64457353,966445.0,,55.08,-99.58286,2018-01-09T00:00:00.000Z,0.00099943,22891.08625,2020-08-13T22:23:04.035Z,,2021-06-08T04:09:45.482Z,-21.883594210060334,0.7302386540634107,29.48844117171984,104.36933167751002,-17.249825833169037,-44.407767186432196,-23.35252287810672,2021-06-07 21:14:19
xp,xp,XP,https://assets.coingecko.com/coins/images/745/large/XP_300x300.png?1574577416,0.00023162,427474.0,2072.0,,1644.1,0.00038071,0.0002288,-2.508e-05,-9.77169,-47715.48579833,-10.04136,1856098322.8456,20000000000.0,,0.01632683,-98.58939,2020-07-17T23:20:34.500Z,1e-06,22930.78991,2017-07-27T00:00:00.000Z,,2021-06-08T04:12:16.346Z,-47.61775774466191,0.723797893005884,17.614902792013783,6.8394892644268,-9.771686147985436,-60.50841734230249,-11.468667541382212,2021-06-07 21:14:19
hue,hue,Hue,https://assets.coingecko.com/coins/images/10420/large/untitled.png?1579141360,0.057692,425947.0,2074.0,,1912.0,0.073769,0.060805,-0.01529501,-20.95582,-104634.0457954,-19.72066,7383130.1256,10000000.0,,1.91,-96.97327,2021-03-28T07:55:03.667Z,0.00321004,1697.23159,2020-05-10T17:09:47.306Z,,2021-06-08T02:47:40.862Z,-22.18010658605426,,1271.215330615361,308.4324974403253,-20.9558226109512,-53.05489935983347,-16.558742953702907,2021-06-07 21:14:19
rmpl,rmpl,RMPL,https://assets.coingecko.com/coins/images/12122/large/rmpl_logo.jpg?1597298400,0.663549,425770.0,2075.0,488834.0,1584.08,0.691791,0.638321,-0.01816154,-2.66411,-11653.46363014,-2.66411,641656.0,736696.0,736696.0,2.52,-73.62353,2020-10-12T06:49:29.445Z,0.295223,124.76198,2020-08-19T13:58:22.725Z,,2021-06-08T00:34:51.458Z,16.37222539425538,,,-2.2319639793303403,-2.6641136851477443,-49.718776615305956,-5.439556915506983,2021-06-07 21:14:19
gene-source-code-token,gene,Gene Source Code Token,https://assets.coingecko.com/coins/images/5283/large/Gene_Source_Code_Token_Logo.jpg?1547040798,0.0009606,425592.0,2076.0,,0.340051,,,,,,,443050000.0,2000000000.0,,0.02647189,-96.37126,2018-08-26T20:42:59.208Z,0.00011562,730.8095,2021-03-22T06:02:36.643Z,,2021-05-29T11:38:45.154Z,,,-53.26709584560866,-65.4131319533714,,,,2021-06-07 21:14:19
renbch,renbch,renBCH,https://assets.coingecko.com/coins/images/11563/large/renBCH.png?1591185978,749.39,424206.0,2077.0,,187.35,736.53,705.97,43.42,6.15105,,,566.0674567,566.0674567,,1557.94,-51.89852,2021-05-06T22:19:53.105Z,96.95,672.92895,2020-09-26T16:45:12.084Z,,2021-06-05T07:39:15.246Z,-13.917124185776217,,,223.1615984588478,6.151045912888045,-46.45698581276948,-2.5319068010605457,2021-06-07 21:14:19
bring,nor,Noir,https://assets.coingecko.com/coins/images/6391/large/noir_logo_400_400.png?1593062372,0.02072357,420327.0,2078.0,,765.51,0.02307531,0.02072878,-0.00230399,-10.00535,-41317.26456761,-8.95002,20282559.0,18751322.0,,0.080147,-74.1431,2019-05-16T08:41:59.836Z,0.00048935,4134.91288,2020-08-23T18:23:57.001Z,,2021-06-08T03:51:06.155Z,-14.663713694397442,-0.025138698417612067,8.528859095911312,97.17657196530793,-10.005354949870286,-45.5577927050729,-10.430273141037992,2021-06-07 21:14:19
dws,dws,DWS,https://assets.coingecko.com/coins/images/4940/large/dws.png?1547224427,0.00139609,418827.0,2079.0,,211412.0,0.0014043,0.0013736,1.58e-06,0.11298,-345.60998615,-0.08245,300000000.0,500000000.0,,1.57,-99.91124,2018-07-11T04:22:17.937Z,1.354e-05,10208.82254,2020-05-03T10:01:58.970Z,,2021-06-08T03:55:54.954Z,15.01246237090438,1.1121681121244393,1014.4649999198795,5134.814230772716,0.1129756734968922,-11.786645593241103,18.10025899458382,2021-06-07 21:14:19
defhold,defo,DefHold,https://assets.coingecko.com/coins/images/13168/large/defhold_logo.png?1605849148,54.34,417270.0,2081.0,,34748.0,62.11,53.24,-4.51001145,-7.6635,-34631.47594082,-7.6635,7678.8,12000.0,,351.4,-84.56862,2020-12-19T23:49:29.000Z,34.3,58.08993,2021-05-23T16:25:30.991Z,,2021-06-08T04:04:06.337Z,26.46709960026543,1.1908998124798593,,-61.738496689147674,-7.663498705317644,-35.72445941993167,12.649249948048311,2021-06-07 21:14:19
rug-proof,rpt,Rug Proof,https://assets.coingecko.com/coins/images/13896/large/1cu6Bea.png?1612674739,0.266804,416615.0,2080.0,,107830.0,0.368135,0.279147,-0.03722733,-12.24456,-24754.61154867,-5.6086,1561498.80941267,1561498.80941267,,2.37,-88.75216,2021-02-07T13:29:16.332Z,0.121922,118.83215,2021-05-23T18:10:32.999Z,,2021-06-08T03:43:13.737Z,41.02740549019284,-4.421721790711109,,,-12.244560523641839,-44.47316162686038,91.47708558556415,2021-06-07 21:14:19
snovio,snov,Snovian.Space,https://assets.coingecko.com/coins/images/1330/large/logo2.png?1547035355,0.00119033,413599.0,2083.0,,26.35,,,,,,,347465116.0,651129644.0,,0.464638,-99.74382,2018-01-09T00:00:00.000Z,0.00011256,957.50777,2020-07-11T15:44:22.457Z,"{'times': -0.8809666940637227, 'currency': 'usd', 'percentage': -88.09666940637227}",2021-06-07T02:56:12.255Z,-75.17399018602626,,-59.133066139959126,-50.015530489680195,,-42.982501609131646,-53.2771758762313,2021-06-07 21:14:19
gobyte,gbx,GoByte,https://assets.coingecko.com/coins/images/1207/large/gobyte.png?1547742834,0.04348736,411367.0,2084.0,,629.26,0.04969911,0.04295884,-0.00621175,-12.49872,-64543.79439648,-13.56215,9575848.64313029,31800000.0,,78.66,-99.94539,2018-01-13T00:00:00.000Z,0.00309407,1288.42308,2019-11-25T20:04:18.478Z,,2021-06-08T04:12:00.754Z,-23.65566799691473,-0.9624570671013121,98.61250488630257,123.99931433738969,-12.498716199613991,-49.27748130458982,-11.17313083616157,2021-06-07 21:14:19
block-duelers,bdt,Block Duelers,https://assets.coingecko.com/coins/images/13757/large/block_duelers.png?1611567700,29.42,411171.0,2085.0,,2076.53,33.02,30.08,-3.60484076,-10.91699,-43400.35308438,-9.54753,13977.986673199064,50000.0,,650.7,-95.4794,2021-03-31T05:25:53.896Z,20.54,43.22064,2021-05-23T16:57:28.495Z,,2021-06-08T00:46:26.508Z,-2.5261503845224746,-2.224627904165374,,,-10.916992453577823,-79.02287096172961,-19.7546442716193,2021-06-07 21:14:19
facts,bkc,FACTS,https://assets.coingecko.com/coins/images/8461/large/sFNOkmVx_400x400.jpg?1558690624,7.096e-05,410989.0,2086.0,,26864.0,8.229e-05,7.093e-05,-9.47e-06,-11.77173,-54835.62284294,-11.77173,5791499998.0,9000000000.0,,0.00201795,-96.48336,2019-06-21T23:44:33.862Z,5.088e-05,39.47767,2020-03-31T13:53:39.185Z,,2021-06-08T03:57:50.424Z,-20.412937870363066,-2.7086930235354196,-42.30219948084556,-41.801689776063796,-11.77172979926695,-63.311608212117754,-12.554396888020161,2021-06-07 21:14:19
daiquilibrium,daiq,Daiquilibrium,https://assets.coingecko.com/coins/images/13626/large/BicSg26r_400x400.png?1610418623,0.03609918,410494.0,2103.0,,8002.16,0.04859906,0.02833888,-0.01236702,-25.51679,-125030.94524292,-23.34738,11371271.3439248,11371271.3439248,,4.28,-99.18316,2021-01-12T02:39:22.001Z,0.01467464,138.33453,2021-05-23T19:56:10.548Z,,2021-06-08T04:05:46.981Z,-59.26778619705981,3.2150429650587293,,,-25.51679311911154,-24.126443461871236,-24.750910117076536,2021-06-07 21:14:19
gg-token,ggtk,GG Token,https://assets.coingecko.com/coins/images/13666/large/ggblack200.png?1610811691,0.124265,410073.0,2082.0,5815586.0,48220.0,0.145663,0.120714,-0.0072925,-5.54322,-24065.25771337,-5.54322,3300000.0,46800000.0,46800000.0,0.902822,-86.04626,2021-03-05T06:04:59.305Z,0.05501,129.00801,2021-01-22T00:27:12.708Z,,2021-06-08T04:04:12.017Z,-28.602332631516692,-4.014357079026332,,,-5.543219927230295,-61.76925041360879,-16.68311010482616,2021-06-07 21:14:19
srcoin,srh,SRH,https://assets.coingecko.com/coins/images/2051/large/srcoin.png?1548610836,7.833e-05,409399.0,2087.0,,6062.45,9.022e-05,7.677e-05,-1.006e-05,-11.38075,-53047.45258217,-11.47105,5235712266.500017,1500000000.0,,0.00834392,-99.06287,2018-08-08T09:48:14.681Z,1.5e-06,5115.47953,2020-10-07T15:06:21.980Z,"{'times': -0.9978246724293499, 'currency': 'eth', 'percentage': -99.78246724293498}",2021-06-08T04:11:19.003Z,-4.875515573247703,0.6027323664143219,305.7173812696278,193.83546355410436,-11.380749036572297,,-6.596274573930022,2021-06-07 21:14:19
kiloample,kmpl,KiloAmple,https://assets.coingecko.com/coins/images/13449/large/kappa_logo.png?1608681544,25.97,409114.0,2088.0,1324570.0,16118.85,37.1,31.11,-10.90479274,-29.57091,-200488.79099714,-32.88843,15752.140022426,51000.0,51000.0,76.04,-65.84344,2020-12-23T02:39:34.954Z,10.89,138.57713,2021-05-19T22:24:34.148Z,,2021-06-08T03:02:04.441Z,52.497957478654314,,,,-29.570912529902277,-34.67750272000417,1.5331260516245384,2021-06-07 21:14:19
flynnjamm,jamm,FlynnJamm,https://assets.coingecko.com/coins/images/11943/large/jamm.png?1602491065,0.078987,407360.0,2090.0,789871.0,82.23,,,,,,,5157301.0683,10000000.0,10000000.0,0.779765,-89.8704,2020-08-02T21:40:58.694Z,0.00399248,1878.39451,2021-03-14T07:38:12.577Z,,2021-06-01T09:51:39.666Z,,,,-56.044604202124894,,-30.05469191619653,0.0,2021-06-07 21:14:19
tsuki-dao,tsuki,Tsuki DAO,https://assets.coingecko.com/coins/images/14080/large/tsuki_dao.jpg?1614163885,4.27,406048.0,2091.0,427419.0,1717.65,4.9,4.24,-0.62523936,-12.76148,-87186.98884254,-17.67657,95000.0,100000.0,100000.0,44.79,-90.45697,2021-03-13T15:08:20.399Z,2.94,45.27375,2021-05-23T13:41:38.117Z,,2021-06-08T04:01:59.165Z,-22.219168093351435,0.8460286877797096,,,-12.761482232813293,-21.710150108305047,-27.85601827727161,2021-06-07 21:14:19
flux,flux,Datamine FLUX,https://assets.coingecko.com/coins/images/11756/large/fluxres.png?1593748917,0.708536,405224.0,2092.0,,280.86,0.766385,0.695375,0.01316164,1.89274,7402.3,1.86071,571916.707586383,571916.707586383,,456.44,-99.84477,2020-07-03T12:23:19.296Z,0.354463,99.88997,2021-01-22T01:54:11.640Z,,2021-06-08T03:23:51.570Z,22.89258955169706,0.18033184930162102,,29.931284212049942,1.8927399441899635,-33.6430153970954,-9.72518278865345,2021-06-07 21:14:19
bitstar,bits,Bitstar,https://assets.coingecko.com/coins/images/136/large/bitstar.png?1547273867,0.01914339,404789.0,2093.0,,0.076416,0.01870144,0.01870144,0.00044196,2.36322,9345.21,2.36322,21145092.0,54256119.0,,7.25,-99.73588,2018-04-30T03:19:55.455Z,0.00011891,15999.3533,2019-10-02T00:00:00.000Z,,2021-06-08T03:37:07.373Z,,2.3632224422092714,524.6980591765287,208.81725784260504,2.3632224422092714,-9.292801606736463,,2021-06-07 21:14:19
e-sport-betting-coin,esbc,ESBC,https://assets.coingecko.com/coins/images/5987/large/esbc.png?1548384126,0.01428377,404075.0,2095.0,,41277.0,0.01617449,0.01362126,-0.00156635,-9.88228,-44033.36853334,-9.8265,28289095.0,30000000.0,,0.492008,-97.09684,2018-09-14T07:22:25.199Z,0.00260787,447.71842,2021-04-23T22:34:44.224Z,,2021-06-08T03:59:52.645Z,-16.61160744411002,4.863811089610767,-46.088328562453704,-28.223959762414413,-9.882282830957188,-50.659095017039824,-17.439132250299732,2021-06-07 21:14:19
en-tan-mo,etm,En-Tan-Mo,https://assets.coingecko.com/coins/images/8652/large/En-tan-mo.jpg?1560148966,0.0101159,403269.0,2089.0,,7451.94,0.01183248,0.00997462,-0.00124513,-10.95962,-47856.57451074,-10.60827,39864811.0,210000000.0,,0.409912,-97.506,2019-07-12T13:35:17.107Z,0.00120021,751.78636,2020-12-29T21:11:47.368Z,,2021-06-08T04:08:21.835Z,-22.377592516107672,1.0398959460344932,-93.28033428721318,,-10.959617494524316,-51.18423147606488,-8.048020703480251,2021-06-07 21:14:19
x42-protocol,x42,X42 Protocol,https://assets.coingecko.com/coins/images/5359/large/x42.png?1547040952,0.01981666,403115.0,2096.0,,666.9,0.02446956,0.01968444,-0.00449625,-18.49325,-91401.25100178,-18.48295,20342240.0,42000000.0,,1.61,-98.76697,2018-11-14T09:29:27.710Z,0.00093038,2029.95835,2020-12-02T02:24:05.674Z,,2021-06-08T03:57:14.511Z,-28.68981924430779,0.6717399938377215,40.39931905320551,16.778147257067438,-18.493248769857715,-69.55628968622695,-21.690234918882563,2021-06-07 21:14:19
peseta-digital,ptd,Peseta Digital,https://assets.coingecko.com/coins/images/694/large/logo-200x200.png?1622443115,0.0028022,402858.0,2097.0,,12.06,0.0033996,0.00301605,-0.00025196,-8.24985,-36207.02848496,-8.24639,143764799.413971,166386000.0,,0.178951,-98.43409,2018-01-10T00:00:00.000Z,2.904e-05,9549.80289,2019-10-02T00:00:00.000Z,,2021-06-08T02:03:25.663Z,,,255.13261184928191,272.355618119206,-8.249849886070429,-37.46981412525964,-6.688979845956751,2021-06-07 21:14:19
ieth,ieth,iETH,https://assets.coingecko.com/coins/images/8846/large/iETH.png?1616151402,758.49,402128.0,2098.0,402128.0,9949.99,784.55,752.13,-25.71780127,-3.27946,-19788.77986047,-4.69021,530.16901255773,530.16901255773,530.16901255773,1827.81,-58.50279,2021-02-28T07:17:59.628Z,44.93,1587.98173,2020-07-26T08:51:40.390Z,,2021-06-08T04:01:46.648Z,-5.277733263627157,0.8460286877796994,549.8575924044192,377.7952094578916,-3.2794606988672363,,-1.9390691731593426,2021-06-07 21:14:19
rotten,rot,Rotten,https://assets.coingecko.com/coins/images/12560/large/rot_logo.png?1600762626,0.00471689,401644.0,2099.0,,7150.43,0.00577688,0.00472975,-0.00105999,-18.34882,-89420.09474193,-18.20944,85150191.7676537,85150191.7676537,,0.289919,-98.37303,2020-10-03T20:23:08.490Z,0.00235517,100.27842,2021-01-27T14:48:28.781Z,,2021-06-08T03:15:44.713Z,-40.36650436652365,-4.059207363170123,,-72.68889110229492,-18.348820753775424,-73.43523992803443,-27.47949063399177,2021-06-07 21:14:19
dopecoin,dope,DopeCoin,https://assets.coingecko.com/coins/images/295/large/dopecoin.png?1547792295,0.00263312,400039.0,2101.0,,13309.44,0.002935,0.00270381,-0.00028407,-9.73795,-46630.77033667,-10.43964,151926118.165975,200000000.0,,0.250344,-98.9482,2017-12-31T00:00:00.000Z,6.21e-06,42270.61547,2014-07-22T00:00:00.000Z,,2021-06-08T03:05:26.658Z,-14.807057492662556,,-3.4798105444592045,33.67480732880186,-9.737950599607604,-43.832693640442436,-49.614969664809024,2021-06-07 21:14:19
eggplant-finance,eggp,Eggplant Finance,https://assets.coingecko.com/coins/images/15481/large/eggp.png?1621010694,0.880063,398569.0,2104.0,,429825.0,1.17,0.878059,-0.08576415,-8.87986,-41766.66273677,-9.48519,452886.6450744248,476767.513,,9.55,-90.80726,2021-05-17T09:56:47.481Z,0.878059,0.0,2021-06-08T03:50:49.320Z,,2021-06-08T04:07:12.935Z,-63.023331606453894,-3.7990652702913525,,,-8.87986126170692,,-52.86969182022021,2021-06-07 21:14:19
boscoin-2,bos,BOScoin,https://assets.coingecko.com/coins/images/5498/large/zPNjigTW_400x400.jpg?1547041240,0.00088708,397711.0,2102.0,,2693.92,0.01162771,0.00089129,-4.21e-06,-0.47209,-1886.46592294,-0.47209,448338751.0970955,500000000.0,,0.136283,-99.34909,2018-11-10T19:40:11.107Z,0.00016502,437.56904,2020-10-31T15:25:16.145Z,,2021-06-08T03:34:46.565Z,-31.870851646030918,,-64.68299475669288,-98.49190156434972,-0.47209138469143763,-92.10729459637035,-5.766691929505051,2021-06-07 21:14:19
omnitude,ecom,Omnitude,https://assets.coingecko.com/coins/images/3223/large/omnitude-ico-logo.png?1547037716,0.01020817,396170.0,2105.0,,678367.0,0.01172215,0.00906627,-0.00077348,-7.04338,-30750.22031234,-7.2028,38809138.17279609,74413301.0,,0.350525,-97.08775,2019-10-10T04:29:03.706Z,0.00019475,5141.60227,2020-11-12T09:49:07.797Z,"{'times': -0.9778083275889939, 'currency': 'usd', 'percentage': -97.7808327588994}",2021-06-08T03:56:46.106Z,-46.37403394249448,1.1270607782548183,458.8142512788533,2703.460364005209,-7.043375655484888,-60.96179515152467,-19.86189053990485,2021-06-07 21:14:19
clash-token,sct,Clash Token,https://assets.coingecko.com/coins/images/13805/large/SZKnadlg_400x400.png?1612001081,0.258008,394752.0,2106.0,,757.66,0.275316,0.262633,-0.01730832,-6.2867,-26481.72816554,-6.2867,1530000.0,1985000.0,,1.5,-82.84491,2021-03-06T16:46:12.757Z,0.175627,46.90679,2021-05-23T16:49:34.649Z,,2021-06-08T02:45:57.112Z,-1.1761761764301157,,,,-6.286699806506594,-61.56245009623657,-2.7180721665065675,2021-06-07 21:14:19
scex,scex,sCEX,https://assets.coingecko.com/coins/images/11833/large/sCEX.png?1616149820,11545.98,393427.0,2107.0,,5952.97,,,,,,,34.0748034805767,34.0748034805767,,11713.84,-1.43298,2021-05-03T17:28:02.411Z,751.08,1437.24798,2020-07-16T13:48:02.780Z,,2021-05-09T14:22:36.739Z,,,,1240.5308775698088,,2.8019598213597474,,2021-06-07 21:14:19
mib-coin,mib,MIB Coin,https://assets.coingecko.com/coins/images/5691/large/mibcoin.png?1547041559,0.00533213,392221.0,2108.0,,105.82,0.00534191,0.00465128,0.00064853,13.84685,47705.0,13.84685,73557891.10149056,300000000.0,,0.194987,-97.26539,2018-09-03T09:08:03.241Z,0.00101146,427.17186,2021-02-22T23:29:27.523Z,,2021-06-08T01:38:04.270Z,7.502911951174626,,-3.9746202683540623,80.02322296813446,13.846853345831722,-9.730179510165154,-14.767044749956886,2021-06-07 21:14:19
pundi-x-nem,npxsxem,Pundi X NEM,https://assets.coingecko.com/coins/images/5416/large/pundi-x-nem.png?1548607443,0.00014933,391950.0,2109.0,,8496.13,0.00018857,0.00014646,-3.764e-05,-20.13086,-31353.27632366,-7.40681,2599202105.08065,9000000000.0,,0.00439465,-96.56864,2018-08-13T07:21:17.175Z,5.69e-06,2551.58989,2021-06-04T12:38:41.605Z,,2021-06-08T04:11:20.111Z,-34.52808100134372,1.5773528186552044,45.6478358127396,100.72754030265827,-20.13086181392003,-77.00956423379938,-39.3912669034316,2021-06-07 21:14:19
sxmr,sxmr,sXMR,https://assets.coingecko.com/coins/images/11625/large/sXMR.png?1616150880,248.02,391080.0,2115.0,,39902.0,281.13,239.82,-27.99559243,-10.14263,-86976.01587185,-18.19368,1576.78752446017,1576.78752446017,,532.58,-53.92497,2021-05-07T16:07:54.084Z,61.22,300.79733,2020-07-06T03:38:15.037Z,,2021-06-08T04:10:37.799Z,-1.491656150423676,2.3350517814438434,,,-10.142630387277023,-50.3924614728673,,2021-06-07 21:14:19
eternity,ent,Eternity,https://assets.coingecko.com/coins/images/856/large/eternity.png?1547394201,0.04102666,390838.0,2110.0,,19.78,0.04666821,0.04130142,-0.00564154,-12.08862,-53743.8617751,-12.08862,9526448.9772784,,,1.42,-97.11836,2018-01-07T00:00:00.000Z,0.00018363,22241.7447,2020-07-16T06:52:02.971Z,,2021-06-08T01:31:36.018Z,-53.132425586458275,,3140.0527199711846,620.653936225302,-12.088619861516499,-56.2994292686772,,2021-06-07 21:14:19
netko,netko,Netko,https://assets.coingecko.com/coins/images/1298/large/netko.png?1548085890,0.03077313,390025.0,2111.0,,0.02029652,0.03152834,0.03077313,-0.00056585,-1.80557,-3806.60697978,-0.96656,12674215.0,,,1.0,-96.92971,2021-04-02T03:11:52.541Z,0.00034629,8786.62842,2020-11-24T00:32:45.140Z,,2021-06-07T20:01:45.845Z,,,224.36108218294413,203.32456738778956,-1.8055747309072505,421.6188102426199,42.5152437463133,2021-06-07 21:14:19
alex,alex,Alex,https://assets.coingecko.com/coins/images/10972/large/ALEX.png?1586742545,0.056606,389080.0,2112.0,566060.0,3237.43,0.053372,0.051634,0.00421249,8.04009,41424.0,11.91532,6873465.3099,10000000.0,10000000.0,0.21941,-74.20086,2021-03-16T00:13:53.187Z,0.00631081,796.96882,2020-04-13T05:27:41.033Z,,2021-06-07T19:24:29.573Z,6.767003411140564,9.318186094824705,392.6677622759583,69.78907891110725,8.040094575708004,-61.10487521002188,7.963936545358613,2021-06-07 21:14:19
goswapp,gofi,GoSwapp,https://assets.coingecko.com/coins/images/14441/large/output-onlinepngtools_%281%29.png?1616106401,2.34,386407.0,2116.0,2336373.0,490.59,2.43,2.23,-0.09732706,-3.99914,-16096.69501946,-3.99914,165387.655641907,1000000.0,1000000.0,46.94,-95.02297,2021-04-01T09:15:22.970Z,1.93,21.07244,2021-05-23T17:05:28.943Z,,2021-06-07T22:09:49.190Z,13.367716381220026,,,,-3.999140218026695,-72.05374494492047,-13.659967394078572,2021-06-07 21:14:19
cubiex,cbix,Cubiex,https://assets.coingecko.com/coins/images/6161/large/Cubiex-ico.jpg?1547042188,0.00536892,385771.0,2117.0,,1360.8,0.00792086,0.00434482,-0.00229499,-29.94545,-115345.30277096,-23.01769,71852558.0,71852558.0,,0.155808,-96.55415,2021-02-20T07:08:16.758Z,0.0007315,633.95667,2020-12-05T01:57:55.231Z,"{'times': -0.9463107935182458, 'currency': 'usd', 'percentage': -94.63107935182457}",2021-06-08T03:54:11.676Z,-16.15573481428825,-2.031481613759277,99.94784328483499,68.58703871681092,-29.945453228968976,-60.195305538960234,-12.84638596452946,2021-06-07 21:14:19
blockmason-credit-protocol,bcpt,Blockmason Credit Protocol,https://assets.coingecko.com/coins/images/1022/large/mason.jpg?1547034948,0.00331305,384839.0,2118.0,,1469.09,0.00405681,0.0029336,-0.00074376,-18.33367,-85216.35905136,-18.129,116158667.0,116158667.0,,1.92,-99.82772,2018-01-06T00:00:00.000Z,0.00122551,170.34097,2021-02-15T05:44:51.062Z,,2021-06-08T03:30:57.728Z,15.749716761778004,,-86.55573967582171,-80.82857831627096,-18.33367202594099,-60.896913846182784,7.004756574898298,2021-06-07 21:14:19
netkoin,ntk,Netkoin,https://assets.coingecko.com/coins/images/5162/large/NTK.png?1606878538,8.286e-05,384472.0,2119.0,,0.0,8.398e-05,8.27e-05,-9.2e-07,-1.10103,-5209.0589763,-1.33675,4640173918.0,250000000000.0,,0.00200464,-95.86673,2020-04-20T10:11:00.168Z,2.6e-06,3086.38606,2020-04-03T01:38:46.746Z,,2021-06-08T00:46:03.505Z,-78.84534061510551,0.0,754.6157962875814,347.8486965510312,-1.1010287119194608,7.7589178404786106,104.40494289738689,2021-06-07 21:14:19
